6-monthly,Cause of injury,State or territory,Calendar year,Breakdown value,Hospitalisations,Bed days,Breakdown type,Data level
Jan-Jun,Traffic,QLD,2015,Motorcyclist,1050,3980,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,Pedal cyclist,688,1535,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,Pedestrian,218,1024,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,"Heavy transport driver, passenger or unknown position",68,324,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,Pick-up truck or van occupant,20,98,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,Bus occupant,23,54,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,Other or unknown,48,290,Road user,State/Territory
Jan-Jun,Traffic,WA,2015,"Car driver, passenger or unknown position",666,4127,Road user,State/Territory
Jan-Jun,Traffic,WA,2015,Motorcyclist,441,2460,Road user,State/Territory
Jan-Jun,Traffic,WA,2015,Pedal cyclist,322,991,Road user,State/Territory
Jan-Jun,Traffic,WA,2015,Pedestrian,103,666,Road user,State/Territory
Jan-Jun,Traffic,WA,2015,"Heavy transport driver, passenger or unknown position",13,50,Road user,State/Territory
Jan-Jun,Traffic,WA,2015,Other or unknown,22,74,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,"Car driver, passenger or unknown position",556,2699,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,Motorcyclist,281,1510,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,Pedal cyclist,246,584,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,Pedestrian,55,286,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,"Heavy transport driver, passenger or unknown position",17,40,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,Pick-up truck or van occupant,7,23,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,Bus occupant,6,15,Road user,State/Territory
Jan-Jun,Traffic,SA,2015,Other or unknown,12,75,Road user,State/Territory
Jan-Jun,Traffic,TAS,2015,"Car driver, passenger or unknown position",161,834,Road user,State/Territory
Jan-Jun,Traffic,TAS,2015,Motorcyclist,97,494,Road user,State/Territory
Jan-Jun,Traffic,TAS,2015,Pedal cyclist,56,130,Road user,State/Territory
Jan-Jun,Traffic,TAS,2015,Pedestrian,16,150,Road user,State/Territory
Jan-Jun,Traffic,TAS,2015,Other or unknown,9,65,Road user,State/Territory
Jan-Jun,Traffic,ACT,2015,"Car driver, passenger or unknown position",113,407,Road user,State/Territory
Jan-Jun,Traffic,ACT,2015,Motorcyclist,69,374,Road user,State/Territory
Jan-Jun,Traffic,ACT,2015,Pedal cyclist,131,396,Road user,State/Territory
Jan-Jun,Traffic,ACT,2015,Pedestrian,12,86,Road user,State/Territory
Jan-Jun,Traffic,ACT,2015,"Heavy transport driver, passenger or unknown position",6,6,Road user,State/Territory
Jan-Jun,Traffic,NT,2015,"Car driver, passenger or unknown position",142,663,Road user,State/Territory
Jan-Jun,Traffic,NT,2015,Motorcyclist,81,287,Road user,State/Territory
Jan-Jun,Traffic,NT,2015,Pedal cyclist,41,116,Road user,State/Territory
Jan-Jun,Traffic,NT,2015,Pedestrian,41,229,Road user,State/Territory
Jan-Jun,Traffic,NT,2015,Pick-up truck or van occupant,10,48,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,"Car driver, passenger or unknown position",2665,14984,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,Motorcyclist,1226,8794,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,Pedal cyclist,854,2697,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,Pedestrian,483,4582,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,"Heavy transport driver, passenger or unknown position",91,718,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,Pick-up truck or van occupant,30,218,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,Bus occupant,51,234,Road user,State/Territory
Jul-Dec,Traffic,NSW,2015,Other or unknown,63,513,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,"Car driver, passenger or unknown position",2368,17789,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,Motorcyclist,835,6770,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,Pedal cyclist,898,3197,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,Pedestrian,374,6186,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,"Heavy transport driver, passenger or unknown position",52,262,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,Pick-up truck or van occupant,29,190,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,Bus occupant,40,353,Road user,State/Territory
Jul-Dec,Traffic,VIC,2015,Other or unknown,70,410,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,"Car driver, passenger or unknown position",2046,9464,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,Motorcyclist,1094,6175,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,Pedal cyclist,690,2125,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,Pedestrian,209,1801,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,"Heavy transport driver, passenger or unknown position",73,504,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,Pick-up truck or van occupant,30,283,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,Bus occupant,17,87,Road user,State/Territory
Jul-Dec,Traffic,QLD,2015,Other or unknown,65,322,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,"Car driver, passenger or unknown position",706,4815,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,Motorcyclist,401,2675,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,Pedal cyclist,299,972,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,Pedestrian,101,1048,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,"Heavy transport driver, passenger or unknown position",20,211,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,Pick-up truck or van occupant,8,29,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,Bus occupant,13,100,Road user,State/Territory
Jul-Dec,Traffic,WA,2015,Other or unknown,48,151,Road user,State/Territory
Jul-Dec,Traffic,SA,2015,"Car driver, passenger or unknown position",637,2872,Road user,State/Territory
Jul-Dec,Traffic,SA,2015,Motorcyclist,268,1499,Road user,State/Territory
Jul-Dec,Traffic,SA,2015,Pedal cyclist,271,758,Road user,State/Territory
Jul-Dec,Traffic,SA,2015,Pedestrian,66,636,Road user,State/Territory
Jul-Dec,Traffic,SA,2015,Pick-up truck or van occupant,5,73,Road user,State/Territory
Jul-Dec,Traffic,SA,2015,Other or unknown,20,41,Road user,State/Territory
Jul-Dec,Traffic,TAS,2015,"Car driver, passenger or unknown position",164,840,Road user,State/Territory
Jul-Dec,Traffic,TAS,2015,Motorcyclist,100,315,Road user,State/Territory
Jul-Dec,Traffic,TAS,2015,Pedal cyclist,37,214,Road user,State/Territory
Jul-Dec,Traffic,TAS,2015,Pedestrian,19,300,Road user,State/Territory
Jul-Dec,Traffic,TAS,2015,"Heavy transport driver, passenger or unknown position",8,33,Road user,State/Territory
Jul-Dec,Traffic,ACT,2015,"Car driver, passenger or unknown position",162,756,Road user,State/Territory
Jul-Dec,Traffic,ACT,2015,Motorcyclist,76,329,Road user,State/Territory
Jul-Dec,Traffic,ACT,2015,Pedal cyclist,91,269,Road user,State/Territory
Jul-Dec,Traffic,ACT,2015,Pedestrian,15,174,Road user,State/Territory
Jul-Dec,Traffic,ACT,2015,Bus occupant,12,51,Road user,State/Territory
Jul-Dec,Traffic,NT,2015,"Car driver, passenger or unknown position",193,944,Road user,State/Territory
Jul-Dec,Traffic,NT,2015,Motorcyclist,88,477,Road user,State/Territory
Jul-Dec,Traffic,NT,2015,Pedal cyclist,40,97,Road user,State/Territory
Jul-Dec,Traffic,NT,2015,Pedestrian,30,473,Road user,State/Territory
Jul-Dec,Traffic,NT,2015,Pick-up truck or van occupant,9,24,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,"Car driver, passenger or unknown position",2790,12869,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,Motorcyclist,1345,8322,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,Pedal cyclist,955,3049,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,Pedestrian,472,4766,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,"Heavy transport driver, passenger or unknown position",59,461,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,Pick-up truck or van occupant,35,181,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,Bus occupant,51,215,Road user,State/Territory
Jan-Jun,Traffic,NSW,2016,Other or unknown,69,450,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,"Car driver, passenger or unknown position",2576,15720,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,Motorcyclist,967,6527,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,Pedal cyclist,1100,4012,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,Pedestrian,370,5050,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,"Heavy transport driver, passenger or unknown position",45,390,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,Pick-up truck or van occupant,33,185,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,Bus occupant,32,454,Road user,State/Territory
Jan-Jun,Traffic,VIC,2016,Other or unknown,77,612,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,"Car driver, passenger or unknown position",2029,8782,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,Motorcyclist,1082,5961,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,Pedal cyclist,729,2121,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,Pedestrian,233,1570,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,"Heavy transport driver, passenger or unknown position",66,174,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,Pick-up truck or van occupant,28,117,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,Bus occupant,28,150,Road user,State/Territory
Jan-Jun,Traffic,QLD,2016,Other or unknown,73,399,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,"Car driver, passenger or unknown position",595,4743,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,Motorcyclist,403,3405,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,Pedal cyclist,345,1265,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,Pedestrian,88,809,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,"Heavy transport driver, passenger or unknown position",22,216,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,Pick-up truck or van occupant,12,24,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,Bus occupant,8,29,Road user,State/Territory
Jan-Jun,Traffic,WA,2016,Other or unknown,35,273,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,"Car driver, passenger or unknown position",631,3547,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,Motorcyclist,279,1602,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,Pedal cyclist,313,863,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,Pedestrian,88,793,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,"Heavy transport driver, passenger or unknown position",19,140,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,Pick-up truck or van occupant,10,58,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,Bus occupant,7,60,Road user,State/Territory
Jan-Jun,Traffic,SA,2016,Other or unknown,23,100,Road user,State/Territory
Jan-Jun,Traffic,TAS,2016,"Car driver, passenger or unknown position",155,953,Road user,State/Territory
Jan-Jun,Traffic,TAS,2016,Motorcyclist,89,565,Road user,State/Territory
Jan-Jun,Traffic,TAS,2016,Pedal cyclist,57,118,Road user,State/Territory
Jan-Jun,Traffic,TAS,2016,Pedestrian,13,40,Road user,State/Territory
Jan-Jun,Traffic,TAS,2016,Pick-up truck or van occupant,5,90,Road user,State/Territory
Jan-Jun,Traffic,TAS,2016,Other or unknown,6,121,Road user,State/Territory
Jan-Jun,Traffic,ACT,2016,"Car driver, passenger or unknown position",127,599,Road user,State/Territory
Jan-Jun,Traffic,ACT,2016,Motorcyclist,72,296,Road user,State/Territory
Jan-Jun,Traffic,ACT,2016,Pedal cyclist,109,294,Road user,State/Territory
Jan-Jun,Traffic,ACT,2016,Pedestrian,16,189,Road user,State/Territory
Jan-Jun,Traffic,ACT,2016,Other or unknown,5,5,Road user,State/Territory
Jan-Jun,Traffic,NT,2016,"Car driver, passenger or unknown position",164,721,Road user,State/Territory
Jan-Jun,Traffic,NT,2016,Motorcyclist,67,249,Road user,State/Territory
Jan-Jun,Traffic,NT,2016,Pedal cyclist,33,106,Road user,State/Territory
Jan-Jun,Traffic,NT,2016,Pedestrian,22,336,Road user,State/Territory
Jan-Jun,Traffic,NT,2016,Bus occupant,5,11,Road user,State/Territory
Jan-Jun,Traffic,NT,2016,Other or unknown,6,21,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,"Car driver, passenger or unknown position",2849,12764,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,Motorcyclist,1303,8053,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,Pedal cyclist,820,2209,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,Pedestrian,492,5702,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,"Heavy transport driver, passenger or unknown position",74,555,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,Pick-up truck or van occupant,32,39,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,Bus occupant,63,311,Road user,State/Territory
Jul-Dec,Traffic,NSW,2016,Other or unknown,65,403,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,"Car driver, passenger or unknown position",2748,17988,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,Motorcyclist,839,5989,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,Pedal cyclist,908,2596,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,Pedestrian,430,6069,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,"Heavy transport driver, passenger or unknown position",65,723,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,Pick-up truck or van occupant,43,645,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,Bus occupant,31,171,Road user,State/Territory
Jul-Dec,Traffic,VIC,2016,Other or unknown,96,647,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,"Car driver, passenger or unknown position",2231,9037,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,Motorcyclist,1077,6055,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,Pedal cyclist,713,1799,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,Pedestrian,222,1849,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,"Heavy transport driver, passenger or unknown position",76,678,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,Pick-up truck or van occupant,29,385,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,Bus occupant,13,252,Road user,State/Territory
Jul-Dec,Traffic,QLD,2016,Other or unknown,73,488,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,"Car driver, passenger or unknown position",657,5315,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,Motorcyclist,399,2933,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,Pedal cyclist,307,999,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,Pedestrian,78,1203,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,"Heavy transport driver, passenger or unknown position",12,228,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,Pick-up truck or van occupant,24,243,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,Bus occupant,13,78,Road user,State/Territory
Jul-Dec,Traffic,WA,2016,Other or unknown,33,139,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,"Car driver, passenger or unknown position",661,3094,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,Motorcyclist,267,1300,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,Pedal cyclist,214,554,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,Pedestrian,80,864,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,"Heavy transport driver, passenger or unknown position",20,114,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,Pick-up truck or van occupant,12,27,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,Bus occupant,7,11,Road user,State/Territory
Jul-Dec,Traffic,SA,2016,Other or unknown,23,68,Road user,State/Territory
Jul-Dec,Traffic,TAS,2016,"Car driver, passenger or unknown position",155,1087,Road user,State/Territory
Jul-Dec,Traffic,TAS,2016,Motorcyclist,82,531,Road user,State/Territory
Jul-Dec,Traffic,TAS,2016,Pedal cyclist,39,58,Road user,State/Territory
Jul-Dec,Traffic,TAS,2016,Pedestrian,28,173,Road user,State/Territory
Jul-Dec,Traffic,TAS,2016,"Heavy transport driver, passenger or unknown position",8,70,Road user,State/Territory
Jul-Dec,Traffic,TAS,2016,Other or unknown,9,103,Road user,State/Territory
Jul-Dec,Traffic,ACT,2016,"Car driver, passenger or unknown position",123,564,Road user,State/Territory
Jul-Dec,Traffic,ACT,2016,Motorcyclist,75,331,Road user,State/Territory
Jul-Dec,Traffic,ACT,2016,Pedal cyclist,106,219,Road user,State/Territory
Jul-Dec,Traffic,ACT,2016,Pedestrian,12,88,Road user,State/Territory
Jul-Dec,Traffic,NT,2016,"Car driver, passenger or unknown position",210,1100,Road user,State/Territory
Jul-Dec,Traffic,NT,2016,Motorcyclist,84,471,Road user,State/Territory
Jul-Dec,Traffic,NT,2016,Pedal cyclist,37,65,Road user,State/Territory
Jul-Dec,Traffic,NT,2016,Pedestrian,37,407,Road user,State/Territory
Jul-Dec,Traffic,NT,2016,"Heavy transport driver, passenger or unknown position",5,11,Road user,State/Territory
Jul-Dec,Traffic,NT,2016,Pick-up truck or van occupant,12,152,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,"Car driver, passenger or unknown position",2700,11392,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,Motorcyclist,1296,8418,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,Pedal cyclist,906,3069,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,Pedestrian,461,4121,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,"Heavy transport driver, passenger or unknown position",75,287,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,Pick-up truck or van occupant,41,123,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,Bus occupant,55,415,Road user,State/Territory
Jan-Jun,Traffic,NSW,2017,Other or unknown,66,532,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,"Car driver, passenger or unknown position",2733,15252,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,Motorcyclist,1027,7293,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,Pedal cyclist,1099,2941,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,Pedestrian,387,6280,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,"Heavy transport driver, passenger or unknown position",57,314,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,Pick-up truck or van occupant,32,235,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,Bus occupant,30,199,Road user,State/Territory
Jan-Jun,Traffic,VIC,2017,Other or unknown,83,405,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,"Car driver, passenger or unknown position",2146,9386,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,Motorcyclist,1095,5403,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,Pedal cyclist,759,2114,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,Pedestrian,225,1891,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,"Heavy transport driver, passenger or unknown position",97,382,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,Pick-up truck or van occupant,23,85,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,Bus occupant,14,105,Road user,State/Territory
Jan-Jun,Traffic,QLD,2017,Other or unknown,61,376,Road user,State/Territory
Jan-Jun,Traffic,WA,2017,"Car driver, passenger or unknown position",601,4757,Road user,State/Territory
Jan-Jun,Traffic,WA,2017,Motorcyclist,512,3096,Road user,State/Territory
